,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_RmRedundant__redundant,param_clipper__factor,param_lightgbm__bagging_fraction,param_lightgbm__learning_rate,param_lightgbm__min_data_in_leaf,param_lightgbm__n_estimators,param_lightgbm__num_leaves,param_poly__polynom__degree,param_poly__quad__degree,params,split0_test_RMSE,split1_test_RMSE,split2_test_RMSE,mean_test_RMSE,std_test_RMSE,rank_test_RMSE,split0_test_MAPE,split1_test_MAPE,split2_test_MAPE,mean_test_MAPE,std_test_MAPE,rank_test_MAPE,split0_test_MAE,split1_test_MAE,split2_test_MAE,mean_test_MAE,std_test_MAE,rank_test_MAE
0,0.10024507840474446,0.008876008002294905,0.01788926124572754,0.0026750210344889743,1,1.5,0.7,0.1,,100,10,1,1,"{'RmRedundant__redundant': 1, 'clipper__factor': 1.5, 'lightgbm__bagging_fraction': 0.7, 'lightgbm__learning_rate': 0.1, 'lightgbm__min_data_in_leaf': None, 'lightgbm__n_estimators': 100, 'lightgbm__num_leaves': 10, 'poly__polynom__degree': 1, 'poly__quad__degree': 1}",-18.866218461809606,-11.058821494953676,-25.009795140512583,-18.311611699091955,5.7089466577007535,5,-637651588453431.5,-880827741788468.8,-708803468601664.0,-742427599614521.4,102083616143772.83,35,-11.309650466085033,-6.012227966800511,-11.649410555001166,-9.65709632929557,2.581040909457931,5
1,0.17714897791544595,0.0716065707655771,0.015366156895955404,0.0009569646249292102,1,1.5,0.7,0.1,,100,10,1,2,"{'RmRedundant__redundant': 1, 'clipper__factor': 1.5, 'lightgbm__bagging_fraction': 0.7, 'lightgbm__learning_rate': 0.1, 'lightgbm__min_data_in_leaf': None, 'lightgbm__n_estimators': 100, 'lightgbm__num_leaves': 10, 'poly__polynom__degree': 1, 'poly__quad__degree': 2}",-19.399935772376047,-11.158902878985312,-25.146300736725845,-18.568379796029067,5.7405248722876605,21,-532891273811984.44,-868934064704070.6,-811306517170499.8,-737710618562184.9,146727540124794.12,29,-11.703571137509913,-6.113769649858497,-11.763194762286705,-9.860178516551704,2.649222941604575,21
2,0.07783722877502441,0.01702520286648665,0.013569037119547525,0.00040566122332912687,1,1.5,0.7,0.1,,100,10,3,1,"{'RmRedundant__redundant': 1, 'clipper__factor': 1.5, 'lightgbm__bagging_fraction': 0.7, 'lightgbm__learning_rate': 0.1, 'lightgbm__min_data_in_leaf': None, 'lightgbm__n_estimators': 100, 'lightgbm__num_leaves': 10, 'poly__polynom__degree': 3, 'poly__quad__degree': 1}",-18.866218461809606,-11.058821494953676,-25.009795140512583,-18.311611699091955,5.7089466577007535,5,-637651588453431.5,-880827741788468.8,-708803468601664.0,-742427599614521.4,102083616143772.83,35,-11.309650466085033,-6.012227966800511,-11.649410555001166,-9.65709632929557,2.581040909457931,5
3,0.11441961924235027,0.029471639715092042,0.014843384424845377,0.0008454544092935285,1,1.5,0.7,0.1,,100,10,3,2,"{'RmRedundant__redundant': 1, 'clipper__factor': 1.5, 'lightgbm__bagging_fraction': 0.7, 'lightgbm__learning_rate': 0.1, 'lightgbm__min_data_in_leaf': None, 'lightgbm__n_estimators': 100, 'lightgbm__num_leaves': 10, 'poly__polynom__degree': 3, 'poly__quad__degree': 2}",-19.399935772376047,-11.158902878985312,-25.146300736725845,-18.568379796029067,5.7405248722876605,21,-532891273811984.44,-868934064704070.6,-811306517170499.8,-737710618562184.9,146727540124794.12,29,-11.703571137509913,-6.113769649858497,-11.763194762286705,-9.860178516551704,2.649222941604575,21
4,0.10104131698608398,0.027251996496212093,0.014899969100952148,0.0001889118855405358,1,1.5,0.7,0.1,,100,15,1,1,"{'RmRedundant__redundant': 1, 'clipper__factor': 1.5, 'lightgbm__bagging_fraction': 0.7, 'lightgbm__learning_rate': 0.1, 'lightgbm__min_data_in_leaf': None, 'lightgbm__n_estimators': 100, 'lightgbm__num_leaves': 15, 'poly__polynom__degree': 1, 'poly__quad__degree': 1}",-18.871886054557446,-11.260217475850922,-25.025566506976123,-18.3858900124615,5.630177771135033,11,-576395460754292.6,-889190191425489.6,-718231095335110.5,-727938915838297.6,127882282374868.08,27,-11.25258045676994,-6.053556089857817,-11.618721109159287,-9.64161921859568,2.5415431672101807,1
5,0.12433910369873047,0.03012511543527315,0.01576066017150879,0.0004022224361261096,1,1.5,0.7,0.1,,100,15,1,2,"{'RmRedundant__redundant': 1, 'clipper__factor': 1.5, 'lightgbm__bagging_fraction': 0.7, 'lightgbm__learning_rate': 0.1, 'lightgbm__min_data_in_leaf': None, 'lightgbm__n_estimators': 100, 'lightgbm__num_leaves': 15, 'poly__polynom__degree': 1, 'poly__quad__degree': 2}",-19.42622490335732,-11.308395178929308,-25.070871359399266,-18.60183048056196,5.648666938771354,23,-493530483885773.94,-847735892294166.6,-734401191203169.1,-691889189127703.1,147695228035725.38,11,-11.51621703105836,-6.169256508842027,-11.706068596589194,-9.797180712163193,2.566500395871944,17
6,0.10958131154378255,0.03986403507622697,0.0143890380859375,0.0009212603932007202,1,1.5,0.7,0.1,,100,15,3,1,"{'RmRedundant__redundant': 1, 'clipper__factor': 1.5, 'lightgbm__bagging_fraction': 0.7, 'lightgbm__learning_rate': 0.1, 'lightgbm__min_data_in_leaf': None, 'lightgbm__n_estimators': 100, 'lightgbm__num_leaves': 15, 'poly__polynom__degree': 3, 'poly__quad__degree': 1}",-18.871886054557446,-11.260217475850922,-25.025566506976123,-18.3858900124615,5.630177771135033,11,-576395460754292.6,-889190191425489.6,-718231095335110.5,-727938915838297.6,127882282374868.08,27,-11.25258045676994,-6.053556089857817,-11.618721109159287,-9.64161921859568,2.5415431672101807,1
7,0.39890392621358234,0.0425420150502136,0.04406857490539551,0.029963588289374746,1,1.5,0.7,0.1,,100,15,3,2,"{'RmRedundant__redundant': 1, 'clipper__factor': 1.5, 'lightgbm__bagging_fraction': 0.7, 'lightgbm__learning_rate': 0.1, 'lightgbm__min_data_in_leaf': None, 'lightgbm__n_estimators': 100, 'lightgbm__num_leaves': 15, 'poly__polynom__degree': 3, 'poly__quad__degree': 2}",-19.42622490335732,-11.308395178929308,-25.070871359399266,-18.60183048056196,5.648666938771354,23,-493530483885773.94,-847735892294166.6,-734401191203169.1,-691889189127703.1,147695228035725.38,11,-11.51621703105836,-6.169256508842027,-11.706068596589194,-9.797180712163193,2.566500395871944,17
8,0.3151869773864746,0.06904548151177316,0.024620691935221355,0.002181832359752237,1,1.5,0.7,0.1,,100,100,1,1,"{'RmRedundant__redundant': 1, 'clipper__factor': 1.5, 'lightgbm__bagging_fraction': 0.7, 'lightgbm__learning_rate': 0.1, 'lightgbm__min_data_in_leaf': None, 'lightgbm__n_estimators': 100, 'lightgbm__num_leaves': 100, 'poly__polynom__degree': 1, 'poly__quad__degree': 1}",-19.621029553784904,-11.392994529837722,-25.52217302771622,-18.84539903711295,5.794228351271785,33,-519981616140352.94,-709472497437376.6,-668480927025961.5,-632645013534563.6,81403759313285.17,5,-11.752578846640587,-6.162851557242455,-11.92061469467017,-9.945348366184405,2.6755087483564415,29
9,0.2579490343729655,0.022575788111693224,0.020556211471557617,0.0016581714107760626,1,1.5,0.7,0.1,,100,100,1,2,"{'RmRedundant__redundant': 1, 'clipper__factor': 1.5, 'lightgbm__bagging_fraction': 0.7, 'lightgbm__learning_rate': 0.1, 'lightgbm__min_data_in_leaf': None, 'lightgbm__n_estimators': 100, 'lightgbm__num_leaves': 100, 'poly__polynom__degree': 1, 'poly__quad__degree': 2}",-20.16787956031313,-11.807588571238322,-25.064811475879612,-19.013426535810353,5.473454797180913,35,-600652928272423.8,-857461139435021.2,-677597994467425.1,-711904020724956.6,107611312628119.02,25,-12.257485179187075,-6.374219721155726,-11.765470688327039,-10.132391862889946,2.665009437129563,41
